Crash_ID,Date_ID,Time_ID,Location_ID,Vehicle_ID,Speed_ID,Gender_ID,Age_ID,Road_User_ID,Crashtype_ID,Fatalities
16979,1728,317,4,1,7,1,74,4,1,1
16980,1728,93,4,1,10,2,27,1,2,1
16981,1728,486,5,1,9,1,16,2,1,1
16982,1728,772,6,1,3,1,11,5,2,1
16983,1728,175,1,1,10,1,3,4,1,1
16984,1728,511,6,1,3,1,68,1,1,1
16985,1728,319,8,1,9,1,42,1,1,1
16986,1729,665,2,1,10,1,41,1,1,1
16987,1729,810,1,1,6,1,19,1,1,2
16988,1729,810,1,1,6,1,67,2,1,2
16989,1729,906,6,1,10,1,2,1,1,1
16990,1729,83,3,1,3,1,48,2,1,1
16991,1729,83,6,1,5,1,48,2,1,2
16992,1729,83,6,1,5,1,67,1,1,2
16993,1729,381,5,1,7,1,8,3,1,1
16994,1729,487,1,1,3,1,20,3,2,1
16995,1729,498,6,4,3,1,59,1,2,1
16996,1729,1234,6,1,10,1,8,3,2,1
16997,1729,76,8,1,9,1,29,1,1,1
16998,1729,5,3,1,10,2,61,1,1,1
16999,1729,236,5,1,6,1,20,3,2,1
17000,1729,22,3,1,10,1,11,1,2,1
17001,1729,22,4,1,9,1,54,1,1,1
17002,1729,623,6,4,6,2,58,1,2,1
17003,1729,8,6,1,10,1,2,1,2,1
17004,1729,694,5,1,9,1,20,1,1,1
17005,1729,280,5,1,6,1,48,2,2,1
17006,1729,13,1,1,5,1,37,4,1,1
17007,1730,810,4,1,7,2,25,1,2,1
17008,1730,41,1,1,1,1,41,1,1,1
17009,1730,512,6,1,6,1,41,2,1,1
17010,1730,444,6,1,5,1,62,1,1,1
17011,1730,546,8,1,10,1,41,3,1,1
17012,1730,5,1,1,10,1,31,3,1,1
17013,1730,178,1,1,3,1,60,1,2,1
17014,1730,88,6,6,10,1,47,2,1,1
17015,1730,220,8,1,6,2,2,2,1,1
17016,1730,53,3,1,6,1,41,1,1,1
17017,1730,65,6,1,5,1,12,1,1,1
17018,1730,700,5,1,9,2,25,2,2,1
17019,1730,624,1,6,6,1,20,1,2,1
17020,1730,310,5,1,6,1,42,2,1,1
17021,1730,437,5,1,9,1,20,1,1,1
17022,1731,1020,6,1,10,1,2,1,1,1
17023,1731,145,5,2,9,1,37,1,2,2
17024,1731,145,5,2,9,1,30,2,2,2
17025,1731,48,8,1,9,1,7,1,1,1
17026,1731,33,3,1,10,2,38,1,1,1
17027,1731,79,1,1,2,1,63,1,1,1
17028,1731,205,1,1,10,2,30,1,2,3
17029,1731,205,1,1,10,1,51,2,2,3
17030,1731,205,1,1,10,1,14,1,2,3
17031,1732,106,4,2,9,1,25,4,1,1
17032,1732,290,6,2,9,1,56,1,2,1
17033,1732,146,3,1,3,1,98,2,2,1
17034,1732,260,6,4,3,2,3,1,2,1
17035,1732,286,1,1,6,2,45,1,1,1
17036,1732,149,8,6,3,1,16,3,2,1
17037,1732,80,3,1,10,1,28,3,1,1
17038,1732,65,5,1,10,1,28,1,2,2
17039,1732,65,5,1,10,1,81,6,2,2
17040,1732,8,3,1,5,1,53,1,1,1
17041,1732,310,5,2,3,1,57,1,2,1
17042,1732,463,5,1,9,1,2,1,1,1
17043,1733,202,1,1,6,2,52,4,1,1
17044,1733,698,1,1,7,1,3,3,2,1
17045,1733,116,1,1,6,1,31,1,2,1
17046,1733,15,3,1,10,2,35,1,1,1
17047,1733,46,1,4,2,1,34,1,2,1
17048,1733,34,1,6,3,1,2,1,2,1
17049,1733,938,5,1,9,1,45,2,1,1
17050,1733,80,3,1,5,1,48,1,1,1
17051,1734,14,3,1,10,1,4,2,1,1
17052,1734,1212,6,1,6,2,8,2,1,2
17053,1734,1212,6,1,6,1,45,1,1,2
17054,1734,372,6,1,10,1,67,2,1,1
17055,1734,233,8,1,10,2,16,1,1,1
17056,1734,75,5,1,9,1,16,3,2,1
17057,1734,293,1,4,3,2,75,2,2,1
17058,1734,443,6,2,6,2,50,1,2,1
17059,1734,34,6,4,10,1,78,1,2,1
17060,1734,36,2,1,10,1,48,1,1,1
17061,1734,486,6,1,10,2,86,2,2,1
17062,1735,65,8,1,8,2,14,1,1,1
17063,1735,526,8,1,3,2,64,4,1,1
17064,1735,188,1,1,5,1,30,4,1,1
17065,1735,188,4,1,9,1,11,1,1,1
17066,1735,258,6,1,10,1,14,2,1,1
17067,1735,102,6,1,6,1,46,4,1,1
17068,1735,275,3,1,10,1,14,2,1,1
17069,1735,275,3,1,10,1,30,1,1,1
17070,1735,12,3,1,6,1,48,2,1,1
17071,1736,14,3,1,7,1,23,1,1,1
17072,1736,557,2,1,7,1,10,1,1,1
17073,1736,107,8,1,9,2,41,2,1,2
17074,1736,107,8,1,9,1,8,2,1,2
17075,1737,614,6,1,10,1,8,1,1,1
17076,1737,233,6,1,10,2,14,1,2,1
17077,1737,146,3,1,3,2,72,2,2,1
17078,1737,15,1,1,10,1,22,1,1,1
17079,1737,75,3,1,9,1,62,1,1,1
17080,1737,5,3,1,10,2,15,1,2,1
17081,1737,1380,5,1,6,1,42,3,2,1
17082,1737,589,5,1,9,1,60,1,1,1
17083,1737,113,5,1,9,1,1,2,2,1
17084,1737,7,6,1,6,1,1,4,1,1
17085,1737,120,6,1,9,2,67,1,2,1
17086,1737,569,4,1,10,2,48,1,1,1
17087,1737,417,1,1,9,1,63,1,2,1
17088,1738,69,3,1,5,1,54,4,1,1
17089,1738,144,6,1,5,1,60,4,1,1
17090,1738,121,1,1,10,1,12,1,1,1
17091,1738,121,1,1,2,1,20,4,1,1
17092,1738,121,3,1,10,1,45,1,2,1
17093,1738,61,5,4,9,2,81,2,2,2
17094,1738,61,5,4,9,2,89,2,2,2
17095,1738,469,8,1,8,1,27,2,1,2
17096,1738,469,8,1,8,2,27,2,1,2
17097,1738,304,7,1,3,1,25,3,2,1
17098,1738,383,7,6,3,1,38,1,2,1
17099,1738,212,1,1,3,1,11,3,2,1
17100,1738,63,6,1,10,1,75,2,2,1
17101,1738,63,6,1,5,1,8,3,2,1
17102,1738,51,6,1,10,1,67,3,2,1
17103,1738,36,6,1,10,2,11,1,2,1
17104,1738,236,1,1,6,1,60,3,1,1
17105,1738,22,5,1,5,1,19,1,2,1
17106,1738,576,1,1,6,1,12,3,1,1
17107,1738,8,4,1,10,2,17,2,1,2
17108,1738,8,4,1,10,2,69,1,1,2
17109,1738,81,3,1,6,1,4,4,1,1
17110,1738,12,3,1,10,1,67,1,1,1
17111,1739,107,3,1,3,1,67,1,1,1
17112,1739,203,1,1,7,1,67,2,2,1
17113,1739,116,6,1,6,1,16,1,1,1
17114,1739,639,5,1,9,1,62,4,1,1
17115,1739,73,6,1,10,1,67,1,1,1
17116,1739,234,6,1,7,1,33,4,1,1
17117,1739,518,1,1,10,1,75,1,1,1
17118,1739,62,3,1,1,1,38,5,1,1
17119,1739,31,1,1,10,1,51,1,1,1
17120,1739,5,3,1,10,1,41,1,2,1
17121,1739,271,1,1,10,1,86,1,1,1
17122,1739,19,3,1,6,1,38,3,1,1
17123,1739,19,5,1,9,1,81,2,1,1
17124,1739,32,1,1,10,2,16,6,2,1
17125,1739,1017,5,1,9,1,8,1,1,1
17126,1739,81,5,1,3,1,14,1,1,1
17127,1739,102,3,1,9,1,54,3,2,1
17128,1739,207,8,1,6,1,38,4,1,1
17129,1739,497,1,1,10,1,67,4,1,1
17130,1740,1,3,1,6,2,8,2,1,1
17131,1740,74,6,2,5,1,27,4,1,1
17132,1740,518,1,1,3,1,4,1,1,1
17133,1740,110,1,4,7,1,24,1,2,1
17134,1740,62,3,4,6,1,43,4,1,1
17135,1740,62,1,1,3,1,3,1,2,1
17136,1740,98,5,1,7,2,34,2,2,1
17137,1740,22,3,1,3,1,27,3,2,1
17138,1740,93,6,1,7,1,71,4,1,1
17139,1740,647,6,1,10,1,69,1,1,1
17140,1740,65,6,1,3,1,13,2,2,1
17141,1740,188,8,1,8,1,4,1,1,1
17142,1741,97,6,1,5,2,36,4,1,1
17143,1741,487,1,2,10,2,58,6,2,1
17144,1741,86,1,1,10,1,19,3,1,1
17145,1741,33,3,1,6,2,86,2,1,1
17146,1741,36,6,4,3,1,2,1,2,1
17147,1741,36,4,6,6,2,52,1,2,1
17148,1741,59,1,2,3,1,27,1,1,1
17149,1741,756,5,1,9,1,51,1,1,1
17150,1742,167,1,1,3,1,51,2,2,1
17151,1742,523,8,2,3,1,11,1,2,1
17152,1742,112,4,1,10,2,82,2,1,1
17153,1742,149,1,1,3,1,53,1,2,1
17154,1742,1102,5,2,2,1,36,1,2,1
17155,1742,80,4,1,6,1,48,4,1,1
17156,1742,80,3,4,10,2,67,2,1,1
17157,1742,102,3,1,10,2,70,1,2,1
17158,1743,114,1,1,10,1,55,1,1,2
17159,1743,114,1,1,10,1,58,2,1,2
17160,1743,1439,6,2,7,2,40,3,2,1
17161,1743,96,1,1,6,1,88,1,2,1
17162,1743,75,3,1,3,1,69,1,1,1
17163,1743,477,6,1,6,2,35,2,2,1
17164,1743,33,6,1,10,1,30,1,1,1
17165,1743,238,1,6,7,2,57,4,1,1
17166,1744,8,1,1,6,1,10,3,2,1
17167,1744,458,6,1,3,1,19,1,2,2
17168,1744,458,6,1,3,1,45,2,2,2
17169,1744,793,6,1,6,2,91,2,2,2
17170,1744,793,6,1,6,1,68,1,2,2
17171,1744,182,6,1,10,1,67,1,1,1
17172,1744,520,1,1,10,2,57,1,1,1
17173,1745,74,5,1,9,2,5,1,1,1
17174,1745,109,1,1,6,2,60,4,1,1
17175,1745,1003,5,2,9,1,62,1,2,1
17176,1745,212,4,1,3,1,27,3,2,1
17177,1745,19,3,1,3,1,62,1,2,1
17178,1745,78,5,1,9,2,8,1,1,1
17179,1745,139,6,1,6,1,98,4,1,1
17180,1745,80,3,1,6,1,66,3,2,1
17181,1745,1424,6,1,10,2,28,1,1,1
17182,1745,543,4,1,9,1,28,1,1,1
17183,1745,1339,5,1,3,1,10,1,1,1
17184,1745,131,1,4,10,1,10,1,1,1
17185,1745,319,4,1,10,1,4,2,1,1
17186,1746,69,3,1,3,1,6,1,1,1
17187,1746,69,3,1,6,1,12,2,1,1
17188,1746,144,6,1,3,1,65,4,1,1
17189,1746,616,8,1,3,1,9,3,2,1
17190,1746,146,5,2,9,2,87,1,2,1
17191,1746,1007,2,1,9,2,3,2,1,1
17192,1746,75,3,1,6,1,91,4,1,1
17193,1746,86,1,1,10,1,54,3,1,1
17194,1746,186,4,1,3,1,19,3,2,1
17195,1746,271,1,1,10,1,53,1,1,1
17196,1746,19,8,1,9,2,61,2,1,1
17197,1746,33,3,2,2,2,8,1,2,1
17198,1746,33,3,1,10,1,58,3,2,1
17199,1746,33,3,1,7,1,17,3,2,1
17200,1746,22,3,1,9,1,55,3,2,1
17201,1746,623,1,1,7,2,53,4,1,1
17202,1746,310,4,1,9,2,47,1,2,1
17203,1746,441,5,1,6,1,30,4,1,1
17204,1746,188,7,1,6,1,41,3,2,1
17205,1746,24,1,1,10,1,47,1,1,1
17206,1746,275,3,1,6,2,18,2,2,1
17207,1746,40,4,1,6,1,45,1,2,1
17208,1746,413,6,1,10,1,19,1,1,1
17209,1747,14,3,1,10,1,37,1,1,1
17210,1747,107,3,4,10,1,37,1,2,2
17211,1747,107,3,4,10,1,92,2,2,2
17212,1747,875,1,1,3,1,67,4,1,1
17213,1747,99,1,1,3,1,6,3,1,1
17214,1747,46,3,1,3,2,38,3,2,1
17215,1747,315,5,1,2,1,31,6,1,1
17216,1747,88,6,2,10,1,58,1,2,1
17217,1747,164,1,2,9,1,58,1,1,1
17218,1747,22,3,1,10,2,96,2,2,1
17219,1747,221,1,1,10,1,40,3,1,1
17220,1747,53,1,1,10,1,12,3,1,1
17221,1747,118,6,1,7,2,46,2,2,2
17222,1747,118,6,1,7,1,1,2,2,2
17223,1747,333,6,2,10,1,9,1,2,2
17224,1747,333,6,2,10,1,7,2,2,2
17225,1747,12,6,1,10,1,5,1,1,1
17226,1747,991,5,1,6,1,19,2,1,2
17227,1747,991,5,1,6,1,19,1,1,2
17228,1748,247,5,4,6,1,56,1,1,1
17229,1748,614,1,1,2,1,18,2,2,1
17230,1748,233,3,1,6,1,57,1,1,1
17231,1748,373,4,1,6,2,67,1,2,1
17232,1748,267,6,1,10,1,18,1,2,1
17233,1748,80,3,6,6,1,20,3,2,2
17234,1748,80,3,6,6,2,37,6,2,2
17235,1748,80,3,1,2,1,51,1,2,1
17236,1748,80,3,1,10,1,9,4,1,1
17237,1748,1270,6,1,10,1,2,3,1,1
17238,1748,224,6,1,5,1,68,4,1,1
17239,1748,180,1,1,10,1,38,4,1,1
17240,1748,748,5,1,9,2,55,1,2,1
17241,1749,485,5,1,6,1,12,1,1,1
17242,1749,146,3,1,7,2,72,4,1,1
17243,1749,75,3,2,6,2,62,3,2,1
17244,1749,75,3,2,10,1,9,1,2,1
17245,1749,50,1,1,10,2,56,1,1,1
17246,1749,33,3,1,10,2,72,2,2,1
17247,1749,164,1,1,3,1,28,3,2,1
17248,1749,199,1,1,6,1,2,4,1,1
17249,1749,80,3,1,10,1,40,1,1,1
17250,1749,253,4,1,10,2,70,4,1,1
17251,1749,543,6,1,10,1,12,1,2,1
17252,1750,157,6,1,5,1,55,1,1,1
17253,1750,472,1,2,2,1,27,5,2,1
17254,1750,928,1,1,2,1,60,3,2,1
17255,1750,835,1,1,6,2,90,2,2,1
17256,1750,146,5,1,5,2,14,1,1,1
17257,1750,518,1,1,6,2,88,4,1,1
17258,1750,46,6,1,10,1,5,1,1,3
17259,1750,46,6,1,10,1,60,2,1,3
17260,1750,46,6,1,10,1,52,2,1,3
17261,1750,5,1,1,10,2,58,1,1,1
17262,1750,708,1,1,9,2,40,1,1,1
17263,1750,647,1,1,6,2,89,2,2,1
17264,1750,1069,1,4,10,1,78,2,2,4
17265,1750,1069,1,4,10,2,1,2,2,4
17266,1750,1069,1,4,10,1,31,1,2,4
17267,1750,8,8,1,6,1,28,2,1,1
17268,1751,121,5,1,10,1,19,1,1,1
17269,1751,433,6,1,10,1,16,1,1,1
17270,1751,407,6,1,2,1,19,1,2,1
17271,1751,572,5,4,9,1,17,1,1,1
17272,1751,15,3,1,3,1,38,1,1,1
17273,1751,63,2,1,3,1,86,4,2,1
17274,1751,330,6,2,5,2,27,1,2,1
17275,1751,22,2,2,10,1,11,1,2,1
17276,1751,53,3,4,10,2,18,1,2,1
17277,1752,224,1,1,7,1,71,4,1,1
17278,1752,224,5,2,2,1,23,1,2,1
17279,1752,8,1,1,3,1,39,2,1,1
17280,1752,762,1,6,6,1,58,1,1,1
17281,1752,205,4,1,7,2,51,4,1,1
17282,1753,651,6,2,10,1,37,1,1,1
17283,1754,233,3,1,7,2,23,4,1,1
17284,1754,373,5,1,7,2,47,4,1,1
17285,1754,234,6,1,10,1,2,1,1,1
17286,1754,336,2,1,10,1,38,1,1,1
17287,1754,75,3,1,10,1,26,1,1,1
17288,1754,59,4,1,3,2,2,1,2,1
17289,1754,165,4,1,7,1,63,4,1,1
17290,1754,423,6,1,3,1,20,1,2,1
17291,1754,102,3,1,6,1,81,4,1,1
17292,1754,213,6,2,6,1,54,3,2,1
17293,1754,776,2,1,3,1,39,1,1,1
17294,1755,14,1,1,10,1,3,2,1,1
17295,1755,14,3,1,7,1,19,1,1,1
17296,1755,105,5,1,6,2,40,4,2,1
17297,1755,887,2,1,6,2,62,1,2,1
17298,1755,698,4,1,5,2,16,4,1,1
17299,1755,83,3,1,10,1,62,1,1,1
17300,1755,83,1,1,10,1,41,3,2,1
17301,1755,860,5,1,9,1,70,1,1,1
17302,1755,1325,4,1,6,1,18,5,2,1
17303,1755,74,1,2,3,2,17,2,2,2
17304,1755,74,1,2,3,2,63,2,2,2
17305,1755,146,1,1,10,1,4,2,1,1
17306,1755,58,1,1,10,2,15,1,2,1
17307,1755,62,3,1,6,1,16,3,2,1
17308,1755,416,1,1,10,2,47,1,2,1
17309,1755,876,6,4,3,1,69,2,2,3
17310,1755,876,6,4,3,2,5,2,2,3
17311,1755,876,6,4,3,1,14,1,2,3
17312,1755,292,8,1,7,1,40,1,1,1
17313,1755,439,1,1,10,1,67,3,2,1
17314,1755,379,6,1,10,1,12,2,2,2
17315,1755,379,6,1,10,1,28,1,2,2
17316,1755,89,6,1,10,2,55,3,2,1
17317,1755,36,7,1,7,1,87,1,2,1
17318,1755,1141,6,1,7,1,28,3,1,1
17319,1755,22,1,1,6,1,48,1,1,1
17320,1755,53,3,1,10,2,21,1,2,2
17321,1755,53,3,1,10,1,44,2,2,2
17322,1755,65,5,1,9,2,21,1,1,1
17323,1755,526,4,1,10,1,6,1,1,1
17324,1755,230,6,2,10,1,19,2,2,1
17325,1755,39,4,1,10,1,40,1,1,1
17326,1755,142,1,1,3,2,41,1,1,1
17327,1755,217,5,1,6,1,28,1,1,1
17328,1755,12,3,1,3,2,23,1,1,1
17329,1755,182,1,1,10,2,2,1,1,1
17330,1755,143,7,1,6,1,25,1,1,1
17331,1755,459,1,1,7,2,37,1,2,1
17332,1756,566,5,1,7,2,42,4,1,1
17333,1756,1294,1,1,10,1,55,4,1,1
17334,1756,469,1,1,3,1,31,1,1,1
17335,1756,896,5,1,9,1,20,3,1,1
17336,1756,122,1,1,7,1,45,3,2,1
17337,1756,876,7,1,6,1,5,5,2,1
17338,1756,46,6,1,10,2,48,1,1,1
17339,1756,46,5,1,9,1,54,3,1,1
17340,1756,117,5,1,9,1,22,3,1,1
17341,1756,117,8,1,3,1,16,3,1,1
17342,1756,5,3,2,3,1,2,1,2,1
17343,1756,271,6,1,3,2,54,1,2,1
17344,1756,88,1,2,9,2,41,2,1,1
17345,1756,227,1,1,10,1,45,4,1,1
17346,1756,227,1,1,7,1,67,1,1,1
17347,1756,334,6,1,3,1,82,4,2,1
17348,1756,915,5,1,6,1,13,4,1,1
17349,1756,8,5,1,9,1,37,1,1,1
17350,1757,69,3,1,6,2,67,2,1,1
17351,1757,105,6,1,10,1,62,3,1,1
17352,1757,835,1,4,7,1,47,4,2,1
17353,1757,110,5,1,9,1,67,1,1,1
17354,1757,86,1,2,6,2,86,1,2,1
17355,1757,19,3,1,6,1,52,1,2,1
17356,1757,51,1,1,6,1,36,1,2,1
17357,1757,220,4,1,6,1,73,2,2,1
17358,1757,728,1,1,2,1,2,1,2,2
17359,1757,728,1,1,2,2,56,2,2,2
17360,1757,22,5,1,10,2,39,2,2,2
17361,1757,22,5,1,10,2,45,1,2,2
17362,1757,769,4,1,3,1,9,3,1,1
17363,1757,80,3,1,9,2,28,1,2,1
17364,1757,715,5,1,9,1,68,1,1,1
17365,1757,275,3,2,9,2,61,2,2,1
17366,1757,13,1,1,3,1,40,1,2,2
17367,1757,13,1,1,3,1,67,2,2,2
17368,1757,520,6,1,10,2,18,1,1,1
17369,1757,520,5,2,9,1,19,2,2,1
17370,1758,1,3,1,10,1,11,3,1,1
17371,1758,116,1,1,3,1,42,1,1,1
17372,1758,928,1,1,3,1,15,1,2,1
17373,1758,233,3,1,10,1,55,1,1,1
17374,1758,108,5,1,7,2,40,1,1,1
17375,1758,196,6,1,10,2,16,1,1,1
17376,1758,97,6,1,6,2,46,1,2,1
17377,1758,62,3,2,6,2,3,2,2,1
17378,1758,46,3,1,7,2,50,4,1,1
17379,1758,363,5,1,9,2,9,2,1,1
17380,1758,78,1,1,10,1,52,4,2,1
17381,1758,636,6,1,6,1,44,1,2,1
17382,1758,34,1,1,10,2,3,1,2,1
17383,1758,37,6,1,5,1,32,1,2,1
17384,1758,149,6,1,10,1,2,2,1,2
17385,1758,149,6,1,10,1,42,1,1,2
17386,1758,10,1,1,10,1,10,1,1,1
17387,1758,258,1,1,7,1,70,1,1,1
17388,1759,14,1,2,10,1,8,4,2,1
17389,1759,41,6,1,7,1,51,1,1,1
17390,1759,233,3,1,10,1,15,1,2,1
17391,1759,268,1,1,6,2,46,4,1,1
17392,1759,61,1,1,6,2,48,1,2,1
17393,1759,160,6,1,5,1,20,1,2,1
17394,1759,178,6,2,10,2,9,5,2,1
17395,1759,51,6,1,10,1,52,1,2,1
17396,1759,33,3,1,10,1,2,1,1,1
17397,1759,236,4,1,9,1,2,2,2,2
17398,1759,236,4,1,9,1,67,2,2,2
17399,1759,569,4,1,10,2,19,1,2,1
17400,1759,8,6,1,10,1,57,4,1,1
17401,1759,793,8,1,10,1,11,4,1,1
17402,1760,746,1,1,10,1,48,1,1,1
17403,1760,233,3,4,5,1,41,3,2,1
17404,1760,572,1,1,7,1,96,4,1,1
17405,1760,876,6,2,10,2,38,1,2,2
17406,1760,876,6,2,10,1,80,2,2,2
17407,1760,46,1,1,6,1,43,4,1,1
17408,1760,315,7,1,7,2,88,1,2,1
17409,1761,70,7,1,10,1,31,3,1,1
17410,1761,560,6,1,10,1,57,3,2,2
17411,1761,560,6,1,10,1,56,3,2,2
17412,1761,379,4,1,10,2,94,2,1,1
17413,1760,32,8,1,10,1,7,1,1,1
17414,1760,400,5,4,6,1,77,4,1,1
17415,1760,220,1,1,7,1,42,3,2,1
17416,1760,221,1,1,3,2,78,1,1,1
17417,1760,53,3,1,3,1,30,3,1,1
17418,1760,326,6,1,3,1,14,3,2,1
17419,1762,80,3,1,7,1,68,5,2,1
17420,1762,448,1,2,10,2,30,2,2,2
17421,1762,448,1,1,2,1,53,3,1,1
17422,1762,448,1,2,10,1,64,1,2,2
17423,1762,1413,5,1,7,1,48,3,2,1
17424,1763,1063,4,1,6,1,8,1,1,1
17425,1764,433,5,2,3,1,5,1,2,1
17426,1765,233,4,1,6,1,6,5,2,1
17427,1766,73,1,1,2,2,67,1,1,1
17428,1765,813,4,1,9,1,37,1,1,1
17429,1765,469,1,1,3,1,8,1,2,2
17430,1765,469,1,1,3,1,68,2,2,2
17431,1765,1240,5,1,9,1,14,3,2,1
17432,1765,63,1,1,3,1,23,3,2,1
17433,1765,19,3,5,10,1,92,2,2,3
17434,1765,19,3,5,10,1,45,2,2,3
17435,1765,19,3,5,10,2,10,2,2,3
17436,1765,128,1,1,6,1,23,3,2,1
17437,1765,448,1,1,7,1,56,1,2,1
17438,1767,444,6,1,7,1,51,3,1,1
17439,1767,1,4,1,9,2,28,2,1,2
17440,1767,1,4,1,9,1,62,1,1,2
17441,1767,233,1,1,7,1,43,1,2,1
17442,1767,324,1,4,9,1,51,5,2,1
17443,1767,146,5,1,9,1,42,1,1,1
17444,1767,75,5,1,9,1,68,2,1,1
17445,1768,434,6,1,7,1,40,3,2,1
17446,1767,112,1,1,10,1,25,2,2,1
17447,1767,363,1,1,10,1,66,1,1,1
17448,1767,1301,4,1,3,1,20,1,1,1
17449,1767,440,6,1,3,1,65,3,2,1
17450,1767,33,1,1,10,1,19,1,2,1
17451,1767,295,1,1,10,1,92,2,1,1
17452,1767,252,5,1,9,1,55,3,1,1
17453,1767,93,1,1,7,1,48,1,1,1
17454,1768,53,3,1,10,1,19,1,2,1
17455,1768,8,1,1,6,2,2,2,2,1
17456,1767,130,8,1,5,1,20,1,2,1
17457,1767,206,6,1,9,2,69,2,1,1
17458,1769,114,5,1,9,2,12,2,1,1
17459,1769,1073,1,1,7,1,48,2,1,2
17460,1769,1073,1,1,7,1,67,1,1,2
17461,1769,945,1,1,7,1,30,3,2,1
17462,1770,372,4,1,7,1,67,2,1,1
17463,1769,1406,6,1,7,1,68,3,2,1
17464,1769,121,3,1,6,1,8,1,2,1
17465,1769,233,3,1,3,1,55,3,1,1
17466,1769,373,6,1,10,1,2,1,1,1
17467,1769,76,1,1,10,1,6,3,2,1
17468,1769,5,3,1,10,1,58,3,1,1
17469,1769,660,6,1,10,1,18,3,2,1
17470,1769,80,3,1,10,2,38,1,1,1
17471,1769,205,7,1,6,1,42,3,2,1
17472,1770,81,3,1,6,1,15,5,2,1
17473,1771,194,5,1,5,1,28,3,2,1
17474,1771,121,3,1,10,1,2,1,1,1
17475,1771,121,3,1,10,1,6,5,2,1
17476,1771,121,3,1,10,1,25,1,2,1
17477,1771,209,1,2,10,1,7,1,2,1
17478,1771,134,5,2,3,1,12,1,2,1
17479,1771,44,1,1,6,1,54,1,2,1
17480,1771,195,5,1,7,1,46,5,2,1
17481,1771,492,6,1,6,1,1,4,1,1
17482,1772,5,1,1,10,2,94,2,2,1
17483,1771,363,6,1,6,1,75,4,1,1
17484,1771,33,5,1,9,1,51,1,1,2
17485,1771,33,5,1,9,1,4,2,1,2
17486,1772,1274,5,1,6,2,70,4,1,1
17487,1771,22,3,1,6,1,51,1,1,1
17488,1771,93,1,1,10,1,65,3,1,1
17489,1771,65,6,1,5,1,42,3,2,1
17490,1771,8,6,1,10,1,28,3,2,1
17491,1771,10,1,1,6,1,46,4,1,1
17492,1771,130,1,1,3,1,8,1,1,1
17493,1771,258,1,1,10,2,41,2,1,1
17494,1773,105,1,1,10,1,56,1,1,1
17495,1773,528,1,2,10,1,47,1,2,1
17496,1773,233,5,1,9,2,18,1,1,1
17497,1773,445,1,1,10,2,15,5,2,1
17498,1774,15,3,1,10,1,18,4,1,1
17499,1774,62,3,1,10,2,51,2,1,1
17500,1774,159,5,4,3,1,4,1,2,2
17501,1774,159,5,4,3,2,37,2,2,2
17502,1774,86,2,2,10,1,52,2,2,1
17503,1774,330,1,1,6,2,50,2,1,1
17504,1774,33,3,1,6,1,54,3,1,1
17505,1774,33,6,1,9,2,23,1,1,1
17506,1774,93,1,1,2,1,45,1,1,1
17507,1774,128,1,1,10,1,6,1,1,1
17508,1774,165,4,1,9,1,62,1,1,1
17509,1774,100,1,4,10,1,18,1,2,1
17510,1774,253,1,1,7,2,11,3,2,1
17511,1774,81,3,1,5,1,68,3,2,1
17512,1774,175,1,1,10,1,40,2,1,1
17513,1774,213,6,1,3,2,16,4,1,1
17514,1774,217,6,1,7,1,88,1,2,1
17515,1775,105,5,1,10,1,66,1,1,1
17516,1775,121,3,1,10,2,12,1,1,1
17517,1775,290,4,1,10,1,70,5,2,1
17518,1775,233,4,4,10,2,11,1,2,1
17519,1775,146,1,1,10,1,5,1,2,2
17520,1775,146,1,1,10,2,27,2,2,2
17521,1775,97,4,1,3,2,84,2,2,1
17522,1775,1305,6,2,10,1,10,1,1,1
17523,1775,86,1,1,10,2,78,2,1,1
17524,1775,86,1,1,10,1,31,3,2,1
17525,1775,876,6,1,6,1,56,3,2,1
17526,1775,117,2,1,10,1,18,3,2,1
17527,1775,604,1,2,10,2,48,2,2,1
17528,1775,53,8,1,8,2,28,1,1,1
17529,1775,326,1,1,10,1,52,1,2,1
17530,1775,227,1,1,10,1,42,1,2,1
17531,1776,333,6,1,10,1,2,2,1,1
17532,1776,526,6,1,7,1,4,3,1,1
17533,1776,275,3,1,9,1,28,3,2,1
17534,1776,1014,1,1,6,2,24,2,2,1
17535,1776,182,1,1,6,1,31,4,1,1
17536,1776,459,8,1,3,1,40,1,1,1
17537,1776,68,6,1,7,1,37,4,1,1
17538,1777,1212,1,1,5,1,5,1,1,1
17539,1778,145,6,1,3,1,65,1,1,1
17540,1778,75,3,2,6,1,6,2,2,2
17541,1778,75,3,2,6,1,14,1,2,2
17542,1778,330,1,2,6,2,27,1,2,1
17543,1778,59,6,4,6,1,23,3,2,1
17544,1778,1314,5,1,6,2,56,4,1,1
17545,1778,175,5,4,9,2,55,1,2,1
17546,1778,188,6,1,3,1,39,4,1,1
17547,1778,319,6,2,10,2,42,4,2,1
17548,1779,14,3,1,10,1,4,1,1,1
17549,1779,988,8,1,9,1,67,2,1,1
17550,1779,723,5,1,6,1,2,4,1,1
17551,1779,1304,5,1,9,1,30,1,2,1
17552,1779,109,6,6,10,1,47,3,2,1
17553,1779,15,3,1,7,1,47,5,1,1
17554,1779,518,6,4,6,1,57,5,2,1
17555,1779,967,2,1,1,2,84,1,1,1
17556,1779,62,3,2,10,1,43,4,1,1
