Month,Year,Dayweek,Time,Time of day,Day of week,Christmas Period,Easter Period,Time ID
7,2022,Tuesday,7:02,Day,Weekday,No,No,2144
7,2022,Tuesday,10:35,Day,Weekday,No,No,2145
7,2022,Tuesday,10:40,Day,Weekday,No,No,2146
7,2022,Tuesday,13:00,Day,Weekday,No,No,2147
7,2022,Tuesday,15:00,Day,Weekday,No,No,2148
7,2022,Tuesday,22:10,Night,Weekday,No,No,2149
7,2022,Wednesday,9:40,Day,Weekday,No,No,2150
7,2022,Wednesday,14:28,Day,Weekday,No,No,2151
7,2022,Wednesday,14:30,Day,Weekday,No,No,2152
7,2022,Wednesday,17:15,Day,Weekday,No,No,2153
7,2022,Wednesday,18:50,Night,Weekday,No,No,2154
7,2022,Wednesday,19:26,Night,Weekday,No,No,2155
7,2022,Wednesday,20:00,Night,Weekday,No,No,2156
6,2022,Friday,8:18,Day,Weekday,No,No,2157
6,2022,Friday,12:00,Day,Weekday,No,No,2158
6,2022,Friday,14:00,Day,Weekday,No,No,2159
6,2022,Friday,14:45,Day,Weekday,No,No,2160
6,2022,Friday,18:45,Night,Weekend,No,No,2161
6,2022,Friday,21:00,Night,Weekend,No,No,2162
6,2022,Friday,21:30,Night,Weekend,No,No,2163
6,2022,Friday,22:55,Night,Weekend,No,No,2164
6,2022,Monday,6:45,Day,Weekday,No,No,2165
6,2022,Monday,8:00,Day,Weekday,No,No,2166
6,2022,Monday,9:00,Day,Weekday,No,No,2167
6,2022,Monday,10:00,Day,Weekday,No,No,2168
6,2022,Monday,10:50,Day,Weekday,No,No,2169
6,2022,Monday,15:25,Day,Weekday,No,No,2170
6,2022,Monday,16:00,Day,Weekday,No,No,2171
6,2022,Monday,16:50,Day,Weekday,No,No,2172
6,2022,Monday,22:22,Night,Weekday,No,No,2173
6,2022,Saturday,0:00,Night,Weekend,No,No,2174
6,2022,Saturday,0:10,Night,Weekend,No,No,2175
6,2022,Saturday,0:20,Night,Weekend,No,No,2176
6,2022,Saturday,7:50,Day,Weekend,No,No,2177
6,2022,Saturday,13:08,Day,Weekend,No,No,2178
6,2022,Saturday,14:47,Day,Weekend,No,No,2179
6,2022,Saturday,15:50,Day,Weekend,No,No,2180
6,2022,Saturday,19:00,Night,Weekend,No,No,2181
6,2022,Saturday,22:05,Night,Weekend,No,No,2182
6,2022,Saturday,23:25,Night,Weekend,No,No,2183
6,2022,Sunday,1:18,Night,Weekend,No,No,2184
6,2022,Sunday,2:30,Night,Weekend,No,No,2185
6,2022,Sunday,6:09,Day,Weekend,No,No,2186
6,2022,Sunday,10:38,Day,Weekend,No,No,2187
6,2022,Sunday,13:30,Day,Weekend,No,No,2188
6,2022,Sunday,15:00,Day,Weekend,No,No,2189
6,2022,Sunday,15:30,Day,Weekend,No,No,2190
6,2022,Sunday,15:48,Day,Weekend,No,No,2191
6,2022,Sunday,16:00,Day,Weekend,No,No,2192
6,2022,Thursday,0:50,Night,Weekday,No,No,2193
6,2022,Thursday,3:54,Night,Weekday,No,No,2194
6,2022,Thursday,6:00,Day,Weekday,No,No,2195
6,2022,Thursday,8:00,Day,Weekday,No,No,2196
6,2022,Thursday,9:34,Day,Weekday,No,No,2197
6,2022,Thursday,9:40,Day,Weekday,No,No,2198
6,2022,Thursday,10:00,Day,Weekday,No,No,2199
6,2022,Thursday,10:12,Day,Weekday,No,No,2200
6,2022,Thursday,11:15,Day,Weekday,No,No,2201
6,2022,Thursday,12:00,Day,Weekday,No,No,2202
6,2022,Thursday,14:20,Day,Weekday,No,No,2203
6,2022,Thursday,15:00,Day,Weekday,No,No,2204
6,2022,Thursday,17:45,Day,Weekday,No,No,2205
6,2022,Thursday,18:30,Night,Weekday,No,No,2206
6,2022,Thursday,18:55,Night,Weekday,No,No,2207
6,2022,Thursday,21:00,Night,Weekday,No,No,2208
6,2022,Tuesday,2:00,Night,Weekday,No,No,2209
6,2022,Tuesday,4:00,Night,Weekday,No,No,2210
6,2022,Tuesday,6:20,Day,Weekday,No,No,2211
6,2022,Tuesday,14:25,Day,Weekday,No,No,2212
6,2022,Tuesday,15:00,Day,Weekday,No,No,2213
6,2022,Tuesday,18:15,Night,Weekday,No,No,2214
6,2022,Tuesday,19:45,Night,Weekday,No,No,2215
6,2022,Tuesday,20:05,Night,Weekday,No,No,2216
6,2022,Tuesday,20:07,Night,Weekday,No,No,2217
6,2022,Wednesday,12:00,Day,Weekday,No,No,2218
6,2022,Wednesday,12:10,Day,Weekday,No,No,2219
6,2022,Wednesday,13:35,Day,Weekday,No,No,2220
6,2022,Wednesday,14:00,Day,Weekday,No,No,2221
6,2022,Wednesday,17:28,Day,Weekday,No,No,2222
6,2022,Wednesday,23:00,Night,Weekday,No,No,2223
5,2022,Friday,6:00,Day,Weekday,No,No,2224
5,2022,Friday,7:00,Day,Weekday,No,No,2225
5,2022,Friday,7:05,Day,Weekday,No,No,2226
5,2022,Friday,7:52,Day,Weekday,No,No,2227
5,2022,Friday,12:39,Day,Weekday,No,No,2228
5,2022,Friday,14:23,Day,Weekday,No,No,2229
5,2022,Friday,16:00,Day,Weekday,No,No,2230
5,2022,Friday,17:00,Day,Weekday,No,No,2231
5,2022,Friday,17:20,Day,Weekday,No,No,2232
5,2022,Friday,18:00,Night,Weekend,No,No,2233
5,2022,Friday,19:10,Night,Weekend,No,No,2234
5,2022,Friday,23:00,Night,Weekend,No,No,2235
5,2022,Monday,4:40,Night,Weekend,No,No,2236
5,2022,Monday,8:38,Day,Weekday,No,No,2237
5,2022,Monday,12:35,Day,Weekday,No,No,2238
5,2022,Monday,12:55,Day,Weekday,No,No,2239
5,2022,Monday,13:10,Day,Weekday,No,No,2240
5,2022,Monday,13:45,Day,Weekday,No,No,2241
5,2022,Monday,14:00,Day,Weekday,No,No,2242
5,2022,Monday,15:00,Day,Weekday,No,No,2243
5,2022,Monday,20:43,Night,Weekday,No,No,2244
5,2022,Monday,21:30,Night,Weekday,No,No,2245
5,2022,Monday,22:00,Night,Weekday,No,No,2246
5,2022,Saturday,13:15,Day,Weekend,No,No,2247
5,2022,Saturday,16:00,Day,Weekend,No,No,2248
5,2022,Saturday,16:30,Day,Weekend,No,No,2249
5,2022,Saturday,16:40,Day,Weekend,No,No,2250
5,2022,Saturday,17:00,Day,Weekend,No,No,2251
5,2022,Saturday,18:00,Night,Weekend,No,No,2252
5,2022,Saturday,20:30,Night,Weekend,No,No,2253
5,2022,Saturday,21:00,Night,Weekend,No,No,2254
5,2022,Saturday,21:20,Night,Weekend,No,No,2255
5,2022,Saturday,23:00,Night,Weekend,No,No,2256
5,2022,Sunday,0:26,Night,Weekend,No,No,2257
5,2022,Sunday,3:00,Night,Weekend,No,No,2258
5,2022,Sunday,5:00,Night,Weekend,No,No,2259
5,2022,Sunday,6:00,Day,Weekend,No,No,2260
5,2022,Sunday,7:00,Day,Weekend,No,No,2261
5,2022,Sunday,8:30,Day,Weekend,No,No,2262
5,2022,Sunday,10:00,Day,Weekend,No,No,2263
5,2022,Sunday,11:00,Day,Weekend,No,No,2264
5,2022,Sunday,13:53,Day,Weekend,No,No,2265
5,2022,Sunday,14:30,Day,Weekend,No,No,2266
5,2022,Sunday,15:00,Day,Weekend,No,No,2267
5,2022,Sunday,16:55,Day,Weekend,No,No,2268
5,2022,Sunday,18:00,Night,Weekend,No,No,2269
5,2022,Sunday,22:15,Night,Weekend,No,No,2270
5,2022,Thursday,11:00,Day,Weekday,No,No,2271
5,2022,Thursday,15:00,Day,Weekday,No,No,2272
5,2022,Thursday,16:00,Day,Weekday,No,No,2273
5,2022,Thursday,17:35,Day,Weekday,No,No,2274
5,2022,Thursday,17:40,Day,Weekday,No,No,2275
5,2022,Thursday,19:00,Night,Weekday,No,No,2276
5,2022,Thursday,19:10,Night,Weekday,No,No,2277
5,2022,Thursday,19:40,Night,Weekday,No,No,2278
5,2022,Thursday,19:50,Night,Weekday,No,No,2279
5,2022,Thursday,21:10,Night,Weekday,No,No,2280
5,2022,Thursday,22:50,Night,Weekday,No,No,2281
5,2022,Thursday,22:55,Night,Weekday,No,No,2282
5,2022,Tuesday,0:10,Night,Weekday,No,No,2283
5,2022,Tuesday,7:00,Day,Weekday,No,No,2284
5,2022,Tuesday,7:11,Day,Weekday,No,No,2285
5,2022,Tuesday,10:10,Day,Weekday,No,No,2286
5,2022,Tuesday,12:00,Day,Weekday,No,No,2287
5,2022,Tuesday,16:45,Day,Weekday,No,No,2288
5,2022,Tuesday,17:00,Day,Weekday,No,No,2289
5,2022,Tuesday,17:12,Day,Weekday,No,No,2290
5,2022,Tuesday,17:36,Day,Weekday,No,No,2291
5,2022,Tuesday,21:44,Night,Weekday,No,No,2292
5,2022,Tuesday,23:00,Night,Weekday,No,No,2293
5,2022,Wednesday,3:00,Night,Weekday,No,No,2294
5,2022,Wednesday,5:00,Night,Weekday,No,No,2295
5,2022,Wednesday,5:26,Night,Weekday,No,No,2296
5,2022,Wednesday,9:45,Day,Weekday,No,No,2297
5,2022,Wednesday,10:16,Day,Weekday,No,No,2298
5,2022,Wednesday,10:25,Day,Weekday,No,No,2299
5,2022,Wednesday,10:55,Day,Weekday,No,No,2300
5,2022,Wednesday,11:45,Day,Weekday,No,No,2301
5,2022,Wednesday,12:20,Day,Weekday,No,No,2302
5,2022,Wednesday,12:45,Day,Weekday,No,No,2303
5,2022,Wednesday,17:30,Day,Weekday,No,No,2304
5,2022,Wednesday,18:50,Night,Weekday,No,No,2305
5,2022,Wednesday,22:10,Night,Weekday,No,No,2306
4,2022,Friday,0:00,Night,Weekday,No,No,2307
4,2022,Friday,1:30,Night,Weekday,No,No,2308
4,2022,Friday,4:00,Night,Weekday,No,No,2309
4,2022,Friday,4:20,Night,Weekday,No,Yes,2310
4,2022,Friday,6:30,Day,Weekday,No,No,2311
4,2022,Friday,11:10,Day,Weekday,No,Yes,2312
4,2022,Friday,12:00,Day,Weekday,No,Yes,2313
4,2022,Friday,12:52,Day,Weekday,No,No,2314
4,2022,Friday,12:58,Day,Weekday,No,No,2315
4,2022,Friday,15:40,Day,Weekday,No,No,2316
4,2022,Friday,20:06,Night,Weekend,No,No,2317
4,2022,Friday,20:37,Night,Weekend,No,Yes,2318
4,2022,Friday,21:56,Night,Weekend,No,No,2319
4,2022,Monday,4:10,Night,Weekend,No,Yes,2320
4,2022,Monday,4:30,Night,Weekend,No,Yes,2321
4,2022,Monday,5:35,Night,Weekend,No,No,2322
4,2022,Monday,6:30,Day,Weekday,No,Yes,2323
4,2022,Monday,8:20,Day,Weekday,No,No,2324
4,2022,Monday,10:00,Day,Weekday,No,Yes,2325
4,2022,Monday,14:10,Day,Weekday,No,No,2326
4,2022,Monday,18:30,Night,Weekday,No,No,2327
4,2022,Monday,19:56,Night,Weekday,No,Yes,2328
4,2022,Monday,23:10,Night,Weekday,No,No,2329
4,2022,Saturday,2:00,Night,Weekend,No,Yes,2330
4,2022,Saturday,5:02,Night,Weekend,No,No,2331
4,2022,Saturday,6:18,Day,Weekend,No,No,2332
4,2022,Saturday,8:50,Day,Weekend,No,No,2333
4,2022,Saturday,9:38,Day,Weekend,No,No,2334
4,2022,Saturday,11:00,Day,Weekend,No,No,2335
4,2022,Saturday,11:27,Day,Weekend,No,No,2336
4,2022,Saturday,13:50,Day,Weekend,No,No,2337
4,2022,Saturday,16:30,Day,Weekend,No,No,2338
4,2022,Saturday,16:48,Day,Weekend,No,No,2339
4,2022,Saturday,17:05,Day,Weekend,No,Yes,2340
4,2022,Saturday,17:35,Day,Weekend,No,No,2341
4,2022,Saturday,18:05,Night,Weekend,No,No,2342
4,2022,Saturday,22:00,Night,Weekend,No,No,2343
4,2022,Sunday,1:50,Night,Weekend,No,No,2344
4,2022,Sunday,4:48,Night,Weekend,No,No,2345
4,2022,Sunday,6:04,Day,Weekend,No,No,2346
4,2022,Sunday,6:05,Day,Weekend,No,No,2347
4,2022,Sunday,8:00,Day,Weekend,No,No,2348
4,2022,Sunday,9:00,Day,Weekend,No,No,2349
4,2022,Sunday,9:25,Day,Weekend,No,Yes,2350
4,2022,Sunday,11:05,Day,Weekend,No,No,2351
4,2022,Sunday,13:00,Day,Weekend,No,No,2352
4,2022,Sunday,15:00,Day,Weekend,No,No,2353
4,2022,Sunday,15:30,Day,Weekend,No,No,2354
4,2022,Sunday,16:05,Day,Weekend,No,No,2355
4,2022,Sunday,19:00,Night,Weekend,No,No,2356
4,2022,Thursday,3:00,Night,Weekday,No,Yes,2357
4,2022,Thursday,4:20,Night,Weekday,No,No,2358
4,2022,Thursday,9:30,Day,Weekday,No,No,2359
4,2022,Thursday,12:20,Day,Weekday,No,No,2360
4,2022,Thursday,14:40,Day,Weekday,No,Yes,2361
4,2022,Thursday,15:00,Day,Weekday,No,No,2362
4,2022,Thursday,16:00,Day,Weekday,No,No,2363
4,2022,Thursday,17:22,Day,Weekday,No,No,2364
4,2022,Thursday,18:17,Night,Weekday,No,Yes,2365
4,2022,Thursday,18:40,Night,Weekday,No,No,2366
4,2022,Thursday,20:13,Night,Weekday,No,No,2367
4,2022,Thursday,21:53,Night,Weekday,No,No,2368
4,2022,Thursday,23:15,Night,Weekday,No,Yes,2369
4,2022,Tuesday,8:00,Day,Weekday,No,No,2370
4,2022,Tuesday,11:14,Day,Weekday,No,No,2371
4,2022,Tuesday,13:18,Day,Weekday,No,No,2372
4,2022,Tuesday,15:05,Day,Weekday,No,No,2373
4,2022,Tuesday,16:00,Day,Weekday,No,No,2374
4,2022,Tuesday,19:47,Night,Weekday,No,No,2375
4,2022,Tuesday,20:40,Night,Weekday,No,No,2376
4,2022,Tuesday,21:20,Night,Weekday,No,No,2377
4,2022,Wednesday,9:30,Day,Weekday,No,No,2378
4,2022,Wednesday,16:02,Day,Weekday,No,No,2379
4,2022,Wednesday,17:00,Day,Weekday,No,No,2380
4,2022,Wednesday,19:22,Night,Weekday,No,No,2381
3,2022,Friday,0:00,Night,Weekday,No,No,2382
3,2022,Friday,6:24,Day,Weekday,No,No,2383
3,2022,Friday,8:30,Day,Weekday,No,No,2384
3,2022,Friday,8:37,Day,Weekday,No,No,2385
3,2022,Friday,9:13,Day,Weekday,No,No,2386
3,2022,Friday,9:30,Day,Weekday,No,No,2387
3,2022,Friday,12:10,Day,Weekday,No,No,2388
3,2022,Friday,13:05,Day,Weekday,No,No,2389
3,2022,Friday,13:47,Day,Weekday,No,No,2390
3,2022,Friday,15:00,Day,Weekday,No,No,2391
3,2022,Friday,21:45,Night,Weekend,No,No,2392
3,2022,Friday,23:15,Night,Weekend,No,No,2393
3,2022,Monday,5:00,Night,Weekend,No,No,2394
3,2022,Monday,6:50,Day,Weekday,No,No,2395
3,2022,Monday,8:00,Day,Weekday,No,No,2396
3,2022,Monday,9:00,Day,Weekday,No,No,2397
3,2022,Monday,11:48,Day,Weekday,No,No,2398
3,2022,Monday,12:00,Day,Weekday,No,No,2399
3,2022,Monday,12:01,Day,Weekday,No,No,2400
3,2022,Monday,16:30,Day,Weekday,No,No,2401
3,2022,Monday,17:00,Day,Weekday,No,No,2402
3,2022,Monday,19:00,Night,Weekday,No,No,2403
3,2022,Monday,21:00,Night,Weekday,No,No,2404
3,2022,Saturday,3:00,Night,Weekend,No,No,2405
3,2022,Saturday,10:15,Day,Weekend,No,No,2406
3,2022,Saturday,12:19,Day,Weekend,No,No,2407
3,2022,Saturday,17:00,Day,Weekend,No,No,2408
3,2022,Saturday,19:20,Night,Weekend,No,No,2409
3,2022,Saturday,20:30,Night,Weekend,No,No,2410
3,2022,Saturday,20:47,Night,Weekend,No,No,2411
3,2022,Saturday,21:05,Night,Weekend,No,No,2412
3,2022,Saturday,21:17,Night,Weekend,No,No,2413
3,2022,Saturday,22:00,Night,Weekend,No,No,2414
3,2022,Sunday,0:54,Night,Weekend,No,No,2415
3,2022,Sunday,5:35,Night,Weekend,No,No,2416
3,2022,Sunday,7:00,Day,Weekend,No,No,2417
3,2022,Sunday,11:10,Day,Weekend,No,No,2418
3,2022,Sunday,13:17,Day,Weekend,No,No,2419
3,2022,Sunday,15:25,Day,Weekend,No,No,2420
3,2022,Sunday,16:00,Day,Weekend,No,No,2421
3,2022,Sunday,19:00,Night,Weekend,No,No,2422
3,2022,Sunday,20:00,Night,Weekend,No,No,2423
3,2022,Sunday,23:00,Night,Weekend,No,No,2424
3,2022,Sunday,23:46,Night,Weekend,No,No,2425
3,2022,Thursday,0:15,Night,Weekday,No,No,2426
3,2022,Thursday,1:00,Night,Weekday,No,No,2427
3,2022,Thursday,5:00,Night,Weekday,No,No,2428
3,2022,Thursday,13:30,Day,Weekday,No,No,2429
3,2022,Thursday,14:01,Day,Weekday,No,No,2430
3,2022,Thursday,14:30,Day,Weekday,No,No,2431
3,2022,Thursday,15:00,Day,Weekday,No,No,2432
3,2022,Thursday,16:00,Day,Weekday,No,No,2433
3,2022,Thursday,20:26,Night,Weekday,No,No,2434
3,2022,Thursday,20:35,Night,Weekday,No,No,2435
3,2022,Tuesday,4:15,Night,Weekday,No,No,2436
3,2022,Tuesday,6:50,Day,Weekday,No,No,2437
3,2022,Tuesday,7:00,Day,Weekday,No,No,2438
3,2022,Tuesday,11:47,Day,Weekday,No,No,2439
3,2022,Tuesday,13:20,Day,Weekday,No,No,2440
3,2022,Tuesday,14:00,Day,Weekday,No,No,2441
3,2022,Tuesday,16:20,Day,Weekday,No,No,2442
3,2022,Tuesday,17:00,Day,Weekday,No,No,2443
3,2022,Wednesday,5:15,Night,Weekday,No,No,2444
3,2022,Wednesday,5:20,Night,Weekday,No,No,2445
3,2022,Wednesday,11:10,Day,Weekday,No,No,2446
3,2022,Wednesday,12:45,Day,Weekday,No,No,2447
3,2022,Wednesday,12:46,Day,Weekday,No,No,2448
3,2022,Wednesday,14:57,Day,Weekday,No,No,2449
3,2022,Wednesday,17:00,Day,Weekday,No,No,2450
3,2022,Wednesday,18:00,Night,Weekday,No,No,2451
3,2022,Wednesday,19:55,Night,Weekday,No,No,2452
3,2022,Wednesday,20:00,Night,Weekday,No,No,2453
3,2022,Wednesday,21:45,Night,Weekday,No,No,2454
3,2022,Wednesday,22:30,Night,Weekday,No,No,2455
2,2022,Friday,0:00,Night,Weekday,No,No,2456
2,2022,Friday,0:07,Night,Weekday,No,No,2457
2,2022,Friday,0:10,Night,Weekday,No,No,2458
2,2022,Friday,6:00,Day,Weekday,No,No,2459
2,2022,Friday,6:42,Day,Weekday,No,No,2460
2,2022,Friday,11:39,Day,Weekday,No,No,2461
2,2022,Friday,13:40,Day,Weekday,No,No,2462
2,2022,Friday,15:00,Day,Weekday,No,No,2463
2,2022,Friday,20:00,Night,Weekend,No,No,2464
2,2022,Friday,21:00,Night,Weekend,No,No,2465
2,2022,Friday,22:00,Night,Weekend,No,No,2466
2,2022,Monday,1:00,Night,Weekend,No,No,2467
2,2022,Monday,3:00,Night,Weekend,No,No,2468
2,2022,Monday,13:10,Day,Weekday,No,No,2469
2,2022,Monday,16:00,Day,Weekday,No,No,2470
2,2022,Monday,19:00,Night,Weekday,No,No,2471
2,2022,Monday,21:20,Night,Weekday,No,No,2472
2,2022,Saturday,7:30,Day,Weekend,No,No,2473
2,2022,Saturday,8:00,Day,Weekend,No,No,2474
2,2022,Saturday,8:29,Day,Weekend,No,No,2475
2,2022,Saturday,9:11,Day,Weekend,No,No,2476
2,2022,Saturday,12:11,Day,Weekend,No,No,2477
2,2022,Saturday,14:00,Day,Weekend,No,No,2478
2,2022,Saturday,15:00,Day,Weekend,No,No,2479
2,2022,Saturday,16:00,Day,Weekend,No,No,2480
2,2022,Saturday,16:02,Day,Weekend,No,No,2481
2,2022,Saturday,16:15,Day,Weekend,No,No,2482
2,2022,Saturday,16:30,Day,Weekend,No,No,2483
2,2022,Saturday,18:44,Night,Weekend,No,No,2484
2,2022,Saturday,18:56,Night,Weekend,No,No,2485
2,2022,Saturday,19:21,Night,Weekend,No,No,2486
2,2022,Saturday,20:30,Night,Weekend,No,No,2487
2,2022,Saturday,21:10,Night,Weekend,No,No,2488
2,2022,Saturday,21:30,Night,Weekend,No,No,2489
2,2022,Saturday,21:45,Night,Weekend,No,No,2490
2,2022,Saturday,23:00,Night,Weekend,No,No,2491
2,2022,Saturday,23:46,Night,Weekend,No,No,2492
2,2022,Sunday,0:00,Night,Weekend,No,No,2493
2,2022,Sunday,3:00,Night,Weekend,No,No,2494
2,2022,Sunday,3:50,Night,Weekend,No,No,2495
2,2022,Sunday,4:20,Night,Weekend,No,No,2496
2,2022,Sunday,6:50,Day,Weekend,No,No,2497
2,2022,Sunday,11:35,Day,Weekend,No,No,2498
2,2022,Sunday,12:00,Day,Weekend,No,No,2499
2,2022,Sunday,13:00,Day,Weekend,No,No,2500
2,2022,Sunday,14:27,Day,Weekend,No,No,2501
2,2022,Sunday,14:31,Day,Weekend,No,No,2502
2,2022,Sunday,14:53,Day,Weekend,No,No,2503
2,2022,Sunday,16:00,Day,Weekend,No,No,2504
2,2022,Sunday,16:10,Day,Weekend,No,No,2505
2,2022,Sunday,16:20,Day,Weekend,No,No,2506
2,2022,Sunday,16:57,Day,Weekend,No,No,2507
2,2022,Sunday,19:58,Night,Weekend,No,No,2508
2,2022,Sunday,20:00,Night,Weekend,No,No,2509
2,2022,Sunday,21:00,Night,Weekend,No,No,2510
2,2022,Sunday,22:45,Night,Weekend,No,No,2511
2,2022,Sunday,23:00,Night,Weekend,No,No,2512
2,2022,Thursday,7:11,Day,Weekday,No,No,2513
2,2022,Thursday,12:00,Day,Weekday,No,No,2514
2,2022,Thursday,12:30,Day,Weekday,No,No,2515
2,2022,Thursday,13:00,Day,Weekday,No,No,2516
2,2022,Thursday,14:00,Day,Weekday,No,No,2517
2,2022,Thursday,15:56,Day,Weekday,No,No,2518
2,2022,Thursday,16:40,Day,Weekday,No,No,2519
2,2022,Thursday,17:17,Day,Weekday,No,No,2520
2,2022,Thursday,21:24,Night,Weekday,No,No,2521
2,2022,Thursday,22:30,Night,Weekday,No,No,2522
2,2022,Tuesday,3:30,Night,Weekday,No,No,2523
2,2022,Tuesday,6:00,Day,Weekday,No,No,2524
2,2022,Tuesday,6:24,Day,Weekday,No,No,2525
2,2022,Tuesday,6:25,Day,Weekday,No,No,2526
2,2022,Tuesday,6:30,Day,Weekday,No,No,2527
2,2022,Tuesday,7:00,Day,Weekday,No,No,2528
2,2022,Tuesday,9:38,Day,Weekday,No,No,2529
2,2022,Tuesday,10:20,Day,Weekday,No,No,2530
2,2022,Tuesday,11:00,Day,Weekday,No,No,2531
2,2022,Tuesday,12:04,Day,Weekday,No,No,2532
2,2022,Tuesday,13:10,Day,Weekday,No,No,2533
2,2022,Tuesday,15:15,Day,Weekday,No,No,2534
2,2022,Tuesday,15:20,Day,Weekday,No,No,2535
2,2022,Tuesday,16:00,Day,Weekday,No,No,2536
2,2022,Tuesday,18:15,Night,Weekday,No,No,2537
2,2022,Tuesday,20:02,Night,Weekday,No,No,2538
2,2022,Wednesday,1:00,Night,Weekday,No,No,2539
2,2022,Wednesday,4:00,Night,Weekday,No,No,2540
2,2022,Wednesday,5:00,Night,Weekday,No,No,2541
2,2022,Wednesday,6:50,Day,Weekday,No,No,2542
2,2022,Wednesday,7:00,Day,Weekday,No,No,2543
2,2022,Wednesday,9:00,Day,Weekday,No,No,2544
2,2022,Wednesday,13:00,Day,Weekday,No,No,2545
2,2022,Wednesday,15:00,Day,Weekday,No,No,2546
2,2022,Wednesday,16:16,Day,Weekday,No,No,2547
2,2022,Wednesday,18:00,Night,Weekday,No,No,2548
2,2022,Wednesday,20:15,Night,Weekday,No,No,2549
2,2022,Wednesday,21:59,Night,Weekday,No,No,2550
2,2022,Wednesday,23:00,Night,Weekday,No,No,2551
1,2022,Friday,2:00,Night,Weekday,No,No,2552
1,2022,Friday,2:30,Night,Weekday,No,No,2553
1,2022,Friday,10:00,Day,Weekday,No,No,2554
1,2022,Friday,12:05,Day,Weekday,No,No,2555
1,2022,Friday,13:00,Day,Weekday,No,No,2556
1,2022,Friday,15:00,Day,Weekday,No,No,2557
1,2022,Friday,15:15,Day,Weekday,No,No,2558
1,2022,Friday,17:00,Day,Weekday,No,No,2559
1,2022,Friday,18:00,Night,Weekend,No,No,2560
1,2022,Friday,19:09,Night,Weekend,No,No,2561
1,2022,Friday,20:15,Night,Weekend,No,No,2562
1,2022,Friday,20:44,Night,Weekend,No,No,2563
1,2022,Friday,21:10,Night,Weekend,No,No,2564
1,2022,Friday,22:15,Night,Weekend,No,No,2565
1,2022,Friday,23:00,Night,Weekend,No,No,2566
1,2022,Monday,2:00,Night,Weekend,Yes,No,2567
1,2022,Monday,9:20,Day,Weekday,No,No,2568
1,2022,Monday,13:10,Day,Weekday,No,No,2569
1,2022,Monday,14:18,Day,Weekday,No,No,2570
1,2022,Monday,15:00,Day,Weekday,No,No,2571
1,2022,Monday,16:30,Day,Weekday,Yes,No,2572
1,2022,Monday,16:38,Day,Weekday,Yes,No,2573
1,2022,Monday,22:00,Night,Weekday,No,No,2574
1,2022,Saturday,1:00,Night,Weekend,No,No,2575
1,2022,Saturday,1:35,Night,Weekend,No,No,2576
1,2022,Saturday,6:30,Day,Weekend,Yes,No,2577
1,2022,Saturday,10:45,Day,Weekend,Yes,No,2578
1,2022,Saturday,11:00,Day,Weekend,No,No,2579
1,2022,Saturday,13:00,Day,Weekend,No,No,2580
1,2022,Saturday,14:30,Day,Weekend,No,No,2581
1,2022,Saturday,16:05,Day,Weekend,No,No,2582
1,2022,Saturday,18:17,Night,Weekend,No,No,2583
1,2022,Saturday,22:00,Night,Weekend,No,No,2584
1,2022,Saturday,22:30,Night,Weekend,No,No,2585
1,2022,Sunday,1:11,Night,Weekend,Yes,No,2586
1,2022,Sunday,8:00,Day,Weekend,No,No,2587
1,2022,Sunday,9:20,Day,Weekend,No,No,2588
1,2022,Sunday,10:00,Day,Weekend,No,No,2589
1,2022,Sunday,11:00,Day,Weekend,Yes,No,2590
1,2022,Sunday,11:30,Day,Weekend,No,No,2591
1,2022,Sunday,13:30,Day,Weekend,No,No,2592
1,2022,Sunday,14:15,Day,Weekend,No,No,2593
1,2022,Sunday,16:00,Day,Weekend,No,No,2594
1,2022,Sunday,17:58,Day,Weekend,No,No,2595
1,2022,Sunday,18:00,Night,Weekend,No,No,2596
1,2022,Sunday,19:00,Night,Weekend,No,No,2597
1,2022,Sunday,20:20,Night,Weekend,No,No,2598
1,2022,Thursday,2:00,Night,Weekday,No,No,2599
1,2022,Thursday,4:00,Night,Weekday,No,No,2600
1,2022,Thursday,9:30,Day,Weekday,No,No,2601
1,2022,Thursday,9:43,Day,Weekday,No,No,2602
1,2022,Thursday,12:00,Day,Weekday,No,No,2603
1,2022,Thursday,12:13,Day,Weekday,No,No,2604
1,2022,Thursday,13:05,Day,Weekday,No,No,2605
1,2022,Thursday,15:20,Day,Weekday,No,No,2606
1,2022,Thursday,15:59,Day,Weekday,No,No,2607
1,2022,Thursday,16:44,Day,Weekday,No,No,2608
1,2022,Thursday,19:22,Night,Weekday,No,No,2609
1,2022,Thursday,19:33,Night,Weekday,No,No,2610
1,2022,Thursday,22:00,Night,Weekday,No,No,2611
1,2022,Tuesday,7:30,Day,Weekday,No,No,2612
1,2022,Tuesday,9:20,Day,Weekday,No,No,2613
1,2022,Tuesday,13:00,Day,Weekday,No,No,2614
1,2022,Tuesday,14:00,Day,Weekday,No,No,2615
1,2022,Wednesday,0:00,Night,Weekday,No,No,2616
1,2022,Wednesday,1:25,Night,Weekday,No,No,2617
1,2022,Wednesday,1:30,Night,Weekday,No,No,2618
1,2022,Wednesday,11:50,Day,Weekday,No,No,2619
1,2022,Wednesday,16:29,Day,Weekday,No,No,2620
1,2022,Wednesday,16:45,Day,Weekday,No,No,2621
1,2022,Wednesday,16:52,Day,Weekday,No,No,2622
